Name	Smiles	Set	Ring_size
Decapeptide	C-C(-C)-C-[C@@H]1-N-C(=O)-[C@H](-C)-N(-C)-C(=O)-[C@H]2-C-C-C-N-2-C(=O)-[C@H](-C-C(-C)-C)-N-C(=O)-[C@H](C)-N(-C)-C(=O)-[C@H](-C-C(-C)-C)-N-C(=O)-[C@H](-C)-N(-C)-C(=O)-[C@H]2-C-C-C-N-2-C(=O)-[C@H](-C-C(-C)-C)-N-C(=O)-[C@H](-C)-N(-C)-C-1=O	cpep	-1
